Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
1.1538461538461537,0,0.0,1.0,-0.08333333333333333,-0.5,-0.5,0.0,-1.0,-1.0,-0.5,-1.0,0.0,1.4988114829036387,-0.3333333333333333,0.0,-0.5,0.0,-1.0,-1.0,3.0,-0.6666666666666666,-0.3333333333333333,-0.6,0.0,0.5,-1.0,0.0,0.0
-0.38461538461538464,1,-1.0,0.0,0.25,-1.0,-0.5,0.0,-0.9995463823996371,-1.0,-0.5,0.2,1.0,-0.13347961236057782,-0.6666666666666666,0.0,1.5,0.0,0.0,-0.4444444444444444,0.0,0.0,0.0,0.2,0.0,-0.5,1.0,-1.0,1.0
-0.3076923076923077,0,-1.0,0.0,0.8333333333333334,0.5,1.0,0.0,-0.9990927647992742,0.0,1.0,0.4,0.0,2.634668129456939,-0.3333333333333333,0.0,0.16666666666666666,0.0,2.0,-0.5555555555555556,-1.0,0.0,-0.3333333333333333,0.0,-0.5,-0.5,-2.0,0.0,0.0
0.15384615384615385,0,-2.0,0.0,-0.4166666666666667,1.0,-0.5,0.0,-0.9986391471989113,0.0,0.5,-0.8,0.0,0.6220515633571037,0.3333333333333333,0.0,-0.5,0.0,2.0,0.3333333333333333,2.0,0.5,2.0,0.4,0.5,0.5,0.0,-1.0,0.0
-0.3076923076923077,0,0.0,0.0,0.25,-1.0,0.5,0.0,-0.9981855295985484,0.0,-0.5,0.4,1.0,-0.4712013165112452,0.6666666666666666,0.0,-0.3333333333333333,0.0,1.0,-0.1111111111111111,-1.0,0.16666666666666666,-0.3333333333333333,0.2,0.5,-1.0,0.0,0.0,0.0
0.7692307692307693,0,0.0,0.0,0.08333333333333333,0.0,-0.5,0.0,-0.9977319119981856,-1.0,1.0,0.0,0.0,-0.15505576887913694,0.3333333333333333,0.0,-0.16666666666666666,0.0,-1.0,2.0,2.0,0.3333333333333333,2.0,0.8,0.0,-0.5,-1.0,0.0,0.0
-0.6153846153846154,1,0.0,0.0,0.3333333333333333,-0.5,0.5,0.0,-0.9972782943978227,0.0,0.0,0.4,1.0,0.1634668129456939,0.0,0.0,1.0,0.0,0.0,-0.5555555555555556,-1.0,-0.8333333333333334,-0.3333333333333333,-0.6,-1.0,0.0,-2.0,0.0,1.0
-0.5384615384615384,0,0.0,0.0,0.9166666666666666,0.0,-0.5,0.0,-0.9968246767974598,0.0,0.0,0.4,0.0,-0.3247394404827208,0.0,0.0,1.3333333333333333,0.0,2.0,0.0,-1.0,-0.8333333333333334,-0.3333333333333333,-0.6,-1.0,-0.5,0.0,0.0,1.0
-0.38461538461538464,0,0.0,0.0,-0.5,0.0,-0.5,0.0,-0.9963710591970969,0.0,0.5,-0.6,0.0,-0.5256902541598099,-0.6666666666666666,0.0,1.1666666666666667,0.0,-1.0,0.0,-1.0,0.6666666666666666,2.0,1.0,-0.5,0.5,0.0,0.0,1.0
-0.8461538461538461,0,-2.0,0.0,0.0,0.5,0.5,0.0,-0.9959174415967339,-1.0,1.0,-0.6,-1.0,1.5624428597549826,-0.3333333333333333,0.0,-0.16666666666666666,0.0,0.0,-0.4444444444444444,-1.0,0.16666666666666666,0.0,0.4,-0.5,-1.0,0.0,0.0,0.0
0.6923076923076923,0,0.0,0.0,0.8333333333333334,-0.5,0.5,0.0,-0.995463823996371,0.0,0.0,-0.6,0.0,0.5617114646187603,-0.6666666666666666,0.0,-0.16666666666666666,0.0,1.0,1.2222222222222223,-1.0,2.5,1.0,1.4,0.0,0.5,0.0,-1.0,0.0
0.0,0,0.0,0.0,1.75,-1.0,-0.5,0.0,-0.9950102063960081,0.0,-0.5,-0.6,0.0,-0.28195282501371366,-0.6666666666666666,0.0,-0.3333333333333333,0.0,1.0,0.6666666666666666,-1.0,1.6666666666666667,3.0,1.6,0.0,0.5,0.0,0.0,0.0
1.4615384615384615,0,0.0,0.0,0.5833333333333334,0.5,-0.5,0.0,-0.9945565887956452,-1.0,-0.5,0.4,1.0,0.11318339733040775,-0.6666666666666666,0.0,0.5,0.0,-1.0,3.0,-1.0,5.166666666666667,1.0,2.0,0.5,-1.0,0.0,0.0,0.0
0.8461538461538461,1,-2.0,0.0,-0.5,-1.0,0.5,0.0,-0.9941029711952823,0.0,-0.5,0.2,0.0,0.15414152495885902,-0.3333333333333333,0.0,-0.5,0.0,1.0,0.0,1.0,0.8333333333333334,2.6666666666666665,1.2,-1.0,-0.5,-1.0,-1.0,0.0
-0.6153846153846154,0,0.0,0.0,-0.5,0.0,-0.5,0.0,-0.9936493535949195,0.0,-0.5,-0.2,0.0,-0.4254891204973487,-0.3333333333333333,0.0,0.0,0.0,-1.0,-0.5555555555555556,-1.0,0.0,-0.3333333333333333,0.2,0.5,0.5,-1.0,0.0,0.0
0.07692307692307693,0,0.0,0.0,-0.5,0.0,-0.5,0.0,-0.9931957359945566,0.0,0.0,-1.0,0.0,0.07807643079173524,0.6666666666666666,0.0,-0.5,0.0,-1.0,-0.3333333333333333,-1.0,0.0,-0.3333333333333333,-0.4,0.0,0.5,1.0,0.0,0.0
-1.1538461538461537,0,0.0,0.0,-0.3333333333333333,-0.5,-0.5,0.0,-0.9927421183941937,0.0,-0.5,-0.6,1.0,-0.12909124154324375,-0.3333333333333333,0.0,-0.3333333333333333,0.0,2.0,-0.7777777777777778,0.0,-0.3333333333333333,0.0,-0.6,0.5,0.0,1.0,-1.0,0.0
0.07692307692307693,0,-2.0,0.0,-0.5,0.0,0.5,0.0,-0.9922885007938308,0.0,0.0,0.4,-1.0,-0.14481623697202414,0.0,0.0,-0.16666666666666666,0.0,0.0,0.5555555555555556,-1.0,0.0,-0.3333333333333333,-0.2,-1.0,0.5,0.0,0.0,0.0
-0.07692307692307693,0,0.0,1.0,0.0,0.5,-0.5,0.0,-0.9918348831934679,0.0,-0.5,0.6,-1.0,-0.45364783324190894,1.6666666666666667,0.0,0.3333333333333333,0.0,-1.0,0.0,2.0,0.3333333333333333,1.6666666666666667,-0.2,-0.5,-0.5,-1.0,-1.0,0.0
0.15384615384615385,0,0.0,0.0,0.08333333333333333,0.0,-0.5,0.0,-0.991381265593105,-1.0,-0.5,-0.4,-1.0,0.35673797769244836,-0.3333333333333333,0.0,-0.5,0.0,0.0,-0.2222222222222222,2.0,0.5,2.0,0.8,-1.0,-1.0,0.0,0.0,0.0
-0.7692307692307693,0,-1.0,0.0,-0.5,0.5,1.0,0.0,-0.9909276479927421,0.0,0.0,-0.6,-1.0,1.0107880782592795,-0.3333333333333333,0.0,0.6666666666666666,0.0,-1.0,-0.4444444444444444,0.0,0.16666666666666666,0.0,0.2,0.0,-0.5,-2.0,0.0,0.0
1.0769230769230769,0,0.0,1.0,0.08333333333333333,0.5,-0.5,0.0,-0.9904740303923792,0.0,-0.5,0.2,-1.0,0.8681660266959225,0.3333333333333333,0.0,1.5,0.0,-1.0,2.0,-1.0,0.8333333333333334,0.0,0.6,-1.0,-0.5,-1.0,-1.0,1.0
1.3076923076923077,0,0.0,0.0,0.3333333333333333,0.5,-0.5,0.0,-0.9900204127920164,-1.0,0.0,0.2,0.0,-0.5066739806180289,0.3333333333333333,0.0,-0.5,0.0,-1.0,1.2222222222222223,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
0.46153846153846156,0,0.0,0.0,-0.25,0.5,-0.5,0.0,-0.9895667951916535,0.0,-0.5,-0.2,0.0,0.7326750777107333,-0.3333333333333333,0.0,0.0,0.0,-1.0,0.0,1.0,2.5,3.3333333333333335,0.6,-0.5,0.0,0.0,-2.0,0.0
-0.5384615384615384,0,-1.0,0.0,0.75,0.5,0.5,0.0,-0.9891131775912906,0.0,-0.5,-0.6,1.0,0.2914609617846041,-0.3333333333333333,0.0,-0.5,0.0,0.0,0.0,-1.0,0.8333333333333334,-0.3333333333333333,1.2,-0.5,0.5,-1.0,0.0,0.0
1.4615384615384615,0,0.0,0.0,-0.5,0.5,1.0,0.0,-0.9886595599909277,-1.0,-0.5,0.2,0.0,0.3437557140245017,0.3333333333333333,0.0,-0.5,0.0,-1.0,0.2222222222222222,-1.0,0.8333333333333334,-0.3333333333333333,1.0,-0.5,0.5,0.0,0.0,0.0
-0.7692307692307693,0,-1.0,0.0,0.16666666666666666,0.0,-0.5,0.0,-0.9882059423905648,-1.0,-0.5,-0.4,0.0,2.0793563722801243,-0.3333333333333333,0.0,1.3333333333333333,0.0,-1.0,-0.5555555555555556,0.0,0.0,0.6666666666666666,0.0,-1.0,-1.0,0.0,0.0,1.0
0.07692307692307693,0,0.0,1.0,-0.16666666666666666,-1.0,0.0,0.0,-0.9877523247902018,0.0,-0.5,0.2,1.0,-0.40482720789906745,-0.3333333333333333,0.0,-0.5,0.0,-1.0,0.7777777777777778,-1.0,2.0,1.3333333333333333,0.8,0.5,0.5,0.0,0.0,0.0
0.6153846153846154,1,-1.0,0.0,-0.5,-0.5,0.5,0.0,-0.9872987071898389,0.0,0.0,0.2,-1.0,0.9899433168769428,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,-1.0,-0.6666666666666666,-0.3333333333333333,-0.6,0.5,0.0,-2.0,-1.0,0.0
0.15384615384615385,0,0.0,1.0,-0.4166666666666667,0.0,0.0,0.0,-0.986845089589476,-1.0,-0.5,-0.4,-1.0,-0.08612177729018101,2.3333333333333335,0.0,-0.3333333333333333,0.0,-1.0,0.0,0.0,-0.5,0.0,-0.2,0.5,0.5,0.0,-1.0,0.0
-0.7692307692307693,1,0.0,0.0,-0.25,0.0,0.5,0.0,-0.9863914719891131,0.0,0.5,0.2,-1.0,0.35381239714755897,0.0,0.0,-0.5,0.0,-1.0,-0.5555555555555556,2.0,-0.3333333333333333,-0.3333333333333333,-0.2,-1.0,-0.5,0.0,-1.0,0.0
-0.6153846153846154,0,0.0,0.0,0.0,0.0,1.0,0.0,-0.9859378543887503,0.0,-0.5,-0.8,1.0,0.8626805631742549,-0.3333333333333333,0.0,-0.16666666666666666,0.0,-1.0,-0.5555555555555556,3.0,0.0,-0.3333333333333333,-0.2,0.5,0.5,0.0,-1.0,0.0
1.0,0,-1.0,0.0,-0.5,-1.0,0.5,0.0,-0.9854842367883874,-1.0,0.0,0.2,1.0,-0.24282318522581825,2.3333333333333335,0.0,-0.16666666666666666,0.0,-1.0,1.3333333333333333,-1.0,-0.3333333333333333,0.0,-0.2,0.0,-1.0,0.0,0.0,0.0
0.0,0,0.0,1.0,-0.16666666666666666,0.0,1.5,0.0,-0.9850306191880245,0.0,0.5,0.4,1.0,0.08886450905101481,0.6666666666666666,0.0,0.0,0.0,-1.0,0.0,-1.0,0.5,2.0,0.8,0.0,-0.5,0.0,0.0,0.0
-0.38461538461538464,0,-1.0,0.0,0.16666666666666666,0.5,0.5,0.0,-0.9845770015876616,0.0,-0.5,0.4,-1.0,-0.042969464253062715,-0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,-0.8888888888888888,1.0,-0.5,0.3333333333333333,-0.2,0.5,-0.5,-1.0,0.0,0.0
-0.7692307692307693,1,0.0,0.0,0.08333333333333333,0.0,0.5,0.0,-0.9841233839872987,0.0,0.0,-0.4,1.0,1.987200585116109,-0.3333333333333333,0.0,-0.3333333333333333,0.0,1.0,-0.2222222222222222,2.0,0.5,2.0,0.2,0.5,0.5,0.0,0.0,0.0
0.07692307692307693,0,-1.0,1.0,0.16666666666666666,-1.0,0.0,0.0,-0.9836697663869358,0.0,-0.5,-0.6,0.0,-0.6226001097092705,-0.3333333333333333,0.0,0.0,0.0,-1.0,-0.6666666666666666,0.0,-0.16666666666666666,0.0,-0.2,-0.5,0.5,-1.0,0.0,0.0
0.46153846153846156,0,-1.0,1.0,-0.4166666666666667,-0.5,0.0,0.0,-0.9832161487865729,0.0,0.5,0.0,0.0,-0.35893216310111536,1.0,0.0,-0.16666666666666666,0.0,-1.0,1.4444444444444444,-1.0,2.5,1.0,1.0,0.0,-0.5,1.0,0.0,0.0
-1.3846153846153846,1,0.0,0.0,-0.5,0.5,-0.5,0.0,-0.98276253118621,0.0,-0.5,0.4,1.0,-0.4724812579996343,-0.3333333333333333,0.0,0.0,0.0,1.0,-1.1111111111111112,0.0,-0.8333333333333334,-0.3333333333333333,-0.6,0.0,0.0,0.0,-1.0,0.0
